"lsoa11cd","lsoa11nm","measure","value"
"E01006096","Trafford 020C","Working-age adults with no qualifications",44
"E01006100","Trafford 020D","Working-age adults with no qualifications",75
"E01006103","Trafford 020E","Working-age adults with no qualifications",44
"E01006101","Trafford 021A","Working-age adults with no qualifications",46
"E01006190","Trafford 021B","Working-age adults with no qualifications",65
"E01006195","Trafford 021C","Working-age adults with no qualifications",80
"E01006196","Trafford 021D","Working-age adults with no qualifications",81
"E01006210","Trafford 021E","Working-age adults with no qualifications",78
"E01006204","Trafford 022A","Working-age adults with no qualifications",86
"E01006206","Trafford 022B","Working-age adults with no qualifications",141
"E01006207","Trafford 022C","Working-age adults with no qualifications",274
"E01006208","Trafford 022D","Working-age adults with no qualifications",140
"E01006211","Trafford 022E","Working-age adults with no qualifications",144
"E01006093","Trafford 023A","Working-age adults with no qualifications",73
"E01006191","Trafford 023B","Working-age adults with no qualifications",62
"E01006192","Trafford 023C","Working-age adults with no qualifications",63
"E01006205","Trafford 023D","Working-age adults with no qualifications",58
"E01006209","Trafford 023E","Working-age adults with no qualifications",70
"E01006078","Trafford 024A","Working-age adults with no qualifications",117
"E01006080","Trafford 024B","Working-age adults with no qualifications",72
"E01006089","Trafford 024C","Working-age adults with no qualifications",93
"E01006193","Trafford 024D","Working-age adults with no qualifications",56
"E01006194","Trafford 024E","Working-age adults with no qualifications",112
"E01006074","Trafford 025A","Working-age adults with no qualifications",140
"E01006075","Trafford 025B","Working-age adults with no qualifications",57
"E01006076","Trafford 025C","Working-age adults with no qualifications",60
"E01006079","Trafford 025D","Working-age adults with no qualifications",75
"E01006087","Trafford 025E","Working-age adults with no qualifications",66
"E01006083","Trafford 026A","Working-age adults with no qualifications",33
"E01006084","Trafford 026B","Working-age adults with no qualifications",40
"E01006088","Trafford 026C","Working-age adults with no qualifications",27
"E01006139","Trafford 026D","Working-age adults with no qualifications",42
"E01006140","Trafford 026E","Working-age adults with no qualifications",48
"E01006077","Trafford 027A","Working-age adults with no qualifications",66
"E01006081","Trafford 027B","Working-age adults with no qualifications",35
"E01006082","Trafford 027C","Working-age adults with no qualifications",37
"E01006085","Trafford 027D","Working-age adults with no qualifications",41
"E01006086","Trafford 027E","Working-age adults with no qualifications",85
"E01006134","Trafford 028A","Working-age adults with no qualifications",68
"E01006135","Trafford 028B","Working-age adults with no qualifications",54
"E01006136","Trafford 028C","Working-age adults with no qualifications",61
"E01006137","Trafford 028D","Working-age adults with no qualifications",50
"E01006138","Trafford 028E","Working-age adults with no qualifications",96
"E01006315","Wigan 001A","Working-age adults with no qualifications",75
"E01006316","Wigan 001B","Working-age adults with no qualifications",84
"E01006317","Wigan 001C","Working-age adults with no qualifications",159
"E01006319","Wigan 001D","Working-age adults with no qualifications",60
"E01006229","Wigan 002A","Working-age adults with no qualifications",98
"E01006230","Wigan 002B","Working-age adults with no qualifications",87
"E01006233","Wigan 002C","Working-age adults with no qualifications",71
"E01006237","Wigan 002D","Working-age adults with no qualifications",91
"E01006238","Wigan 002E","Working-age adults with no qualifications",193
"E01006259","Wigan 003A","Working-age adults with no qualifications",113
"E01006312","Wigan 003B","Working-age adults with no qualifications",84
"E01006313","Wigan 003C","Working-age adults with no qualifications",143
"E01006314","Wigan 003D","Working-age adults with no qualifications",119
"E01006318","Wigan 003E","Working-age adults with no qualifications",90
"E01006320","Wigan 003F","Working-age adults with no qualifications",94
"E01006321","Wigan 003G","Working-age adults with no qualifications",83
"E01006231","Wigan 004A","Working-age adults with no qualifications",107
"E01006232","Wigan 004B","Working-age adults with no qualifications",108
"E01006234","Wigan 004C","Working-age adults with no qualifications",143
"E01006235","Wigan 004D","Working-age adults with no qualifications",189
"E01006253","Wigan 005A","Working-age adults with no qualifications",224
"E01006254","Wigan 005B","Working-age adults with no qualifications",301
"E01006255","Wigan 005C","Working-age adults with no qualifications",136
"E01006256","Wigan 005D","Working-age adults with no qualifications",161
"E01006260","Wigan 005E","Working-age adults with no qualifications",226
"E01006370","Wigan 006A","Working-age adults with no qualifications",158
"E01006372","Wigan 006B","Working-age adults with no qualifications",69
"E01006373","Wigan 006C","Working-age adults with no qualifications",77
"E01006374","Wigan 006D","Working-age adults with no qualifications",59
"E01006390","Wigan 006E","Working-age adults with no qualifications",167
"E01006236","Wigan 007A","Working-age adults with no qualifications",121
"E01006388","Wigan 007B","Working-age adults with no qualifications",239
"E01006389","Wigan 007C","Working-age adults with no qualifications",145
"E01006391","Wigan 007D","Working-age adults with no qualifications",196
"E01006257","Wigan 008A","Working-age adults with no qualifications",96
"E01006258","Wigan 008B","Working-age adults with no qualifications",147
"E01006369","Wigan 008C","Working-age adults with no qualifications",244
"E01006371","Wigan 008D","Working-age adults with no qualifications",135
"E01006375","Wigan 008E","Working-age adults with no qualifications",116
"E01006306","Wigan 009A","Working-age adults with no qualifications",327
"E01006307","Wigan 009B","Working-age adults with no qualifications",266
"E01006386","Wigan 009C","Working-age adults with no qualifications",404
"E01006387","Wigan 009D","Working-age adults with no qualifications",145
"E01006392","Wigan 009E","Working-age adults with no qualifications",255
"E01006350","Wigan 010A","Working-age adults with no qualifications",394
"E01006351","Wigan 010B","Working-age adults with no qualifications",426
"E01006357","Wigan 010C","Working-age adults with no qualifications",419
"E01006360","Wigan 010D","Working-age adults with no qualifications",459
"E01006361","Wigan 010E","Working-age adults with no qualifications",381
"E01006356","Wigan 011A","Working-age adults with no qualifications",288
"E01006396","Wigan 011B","Working-age adults with no qualifications",162
"E01006397","Wigan 011C","Working-age adults with no qualifications",191
"E01006398","Wigan 011D","Working-age adults with no qualifications",178
"E01006399","Wigan 011E","Working-age adults with no qualifications",207
"E01006305","Wigan 012A","Working-age adults with no qualifications",383
"E01006308","Wigan 012B","Working-age adults with no qualifications",314
"E01006309","Wigan 012C","Working-age adults with no qualifications",303
"E01006310","Wigan 012D","Working-age adults with no qualifications",273
"E01006311","Wigan 012E","Working-age adults with no qualifications",317
"E01006269","Wigan 013A","Working-age adults with no qualifications",208
"E01006271","Wigan 013B","Working-age adults with no qualifications",175
"E01006272","Wigan 013C","Working-age adults with no qualifications",193
"E01006273","Wigan 013D","Working-age adults with no qualifications",210
"E01006276","Wigan 013E","Working-age adults with no qualifications",210
"E01006353","Wigan 014A","Working-age adults with no qualifications",215
"E01006354","Wigan 014B","Working-age adults with no qualifications",241
"E01006355","Wigan 014C","Working-age adults with no qualifications",182
"E01006358","Wigan 014D","Working-age adults with no qualifications",296
"E01006359","Wigan 014E","Working-age adults with no qualifications",249
"E01006349","Wigan 015A","Working-age adults with no qualifications",190
