lsoa11cd,lsoa11nm,lad16nm,measure,value
E01006360,Wigan 010D,Wigan,Working-age adults with no qualifications,459
E01006361,Wigan 010E,Wigan,Working-age adults with no qualifications,381
E01006356,Wigan 011A,Wigan,Working-age adults with no qualifications,288
E01006396,Wigan 011B,Wigan,Working-age adults with no qualifications,162
E01006397,Wigan 011C,Wigan,Working-age adults with no qualifications,191
E01006398,Wigan 011D,Wigan,Working-age adults with no qualifications,178
E01006399,Wigan 011E,Wigan,Working-age adults with no qualifications,207
E01006305,Wigan 012A,Wigan,Working-age adults with no qualifications,383
E01006308,Wigan 012B,Wigan,Working-age adults with no qualifications,314
E01006309,Wigan 012C,Wigan,Working-age adults with no qualifications,303
E01006310,Wigan 012D,Wigan,Working-age adults with no qualifications,273
E01006311,Wigan 012E,Wigan,Working-age adults with no qualifications,317
E01006269,Wigan 013A,Wigan,Working-age adults with no qualifications,208
E01006271,Wigan 013B,Wigan,Working-age adults with no qualifications,175
E01006272,Wigan 013C,Wigan,Working-age adults with no qualifications,193
E01006273,Wigan 013D,Wigan,Working-age adults with no qualifications,210
E01006276,Wigan 013E,Wigan,Working-age adults with no qualifications,210
E01006353,Wigan 014A,Wigan,Working-age adults with no qualifications,215
E01006354,Wigan 014B,Wigan,Working-age adults with no qualifications,241
E01006355,Wigan 014C,Wigan,Working-age adults with no qualifications,182
E01006358,Wigan 014D,Wigan,Working-age adults with no qualifications,296
E01006359,Wigan 014E,Wigan,Working-age adults with no qualifications,249
E01006349,Wigan 015A,Wigan,Working-age adults with no qualifications,190
E01006352,Wigan 015B,Wigan,Working-age adults with no qualifications,277
E01006404,Wigan 015C,Wigan,Working-age adults with no qualifications,216
E01006405,Wigan 015D,Wigan,Working-age adults with no qualifications,258
E01006411,Wigan 015E,Wigan,Working-age adults with no qualifications,351
E01006270,Wigan 016A,Wigan,Working-age adults with no qualifications,243
E01006274,Wigan 016B,Wigan,Working-age adults with no qualifications,217
E01006275,Wigan 016C,Wigan,Working-age adults with no qualifications,328
E01006277,Wigan 016D,Wigan,Working-age adults with no qualifications,122
E01006286,Wigan 016E,Wigan,Working-age adults with no qualifications,215
E01006239,Wigan 017A,Wigan,Working-age adults with no qualifications,380
E01006240,Wigan 017B,Wigan,Working-age adults with no qualifications,348
E01006241,Wigan 017C,Wigan,Working-age adults with no qualifications,353
E01006287,Wigan 017D,Wigan,Working-age adults with no qualifications,89
E01006289,Wigan 017E,Wigan,Working-age adults with no qualifications,358
E01006362,Wigan 018A,Wigan,Working-age adults with no qualifications,120
E01006363,Wigan 018B,Wigan,Working-age adults with no qualifications,93
E01006364,Wigan 018C,Wigan,Working-age adults with no qualifications,168
E01006365,Wigan 018D,Wigan,Working-age adults with no qualifications,125
E01006366,Wigan 018E,Wigan,Working-age adults with no qualifications,136
E01006367,Wigan 018F,Wigan,Working-age adults with no qualifications,105
E01006368,Wigan 018G,Wigan,Working-age adults with no qualifications,129
E01006278,Wigan 019A,Wigan,Working-age adults with no qualifications,176
E01006279,Wigan 019B,Wigan,Working-age adults with no qualifications,174
E01006280,Wigan 019C,Wigan,Working-age adults with no qualifications,178
E01006281,Wigan 019D,Wigan,Working-age adults with no qualifications,143
E01006285,Wigan 019E,Wigan,Working-age adults with no qualifications,159
E01006406,Wigan 020A,Wigan,Working-age adults with no qualifications,199
E01006407,Wigan 020B,Wigan,Working-age adults with no qualifications,153
E01006408,Wigan 020C,Wigan,Working-age adults with no qualifications,252
E01006409,Wigan 020D,Wigan,Working-age adults with no qualifications,137
E01006410,Wigan 020E,Wigan,Working-age adults with no qualifications,124
E01006393,Wigan 021A,Wigan,Working-age adults with no qualifications,132
E01006394,Wigan 021B,Wigan,Working-age adults with no qualifications,119
E01006395,Wigan 021C,Wigan,Working-age adults with no qualifications,118
E01006400,Wigan 021D,Wigan,Working-age adults with no qualifications,99
E01006401,Wigan 021E,Wigan,Working-age adults with no qualifications,117
E01006402,Wigan 021F,Wigan,Working-age adults with no qualifications,82
E01006403,Wigan 021G,Wigan,Working-age adults with no qualifications,163
E01006290,Wigan 022A,Wigan,Working-age adults with no qualifications,111
E01006291,Wigan 022B,Wigan,Working-age adults with no qualifications,172
E01006292,Wigan 022C,Wigan,Working-age adults with no qualifications,156
E01006293,Wigan 022D,Wigan,Working-age adults with no qualifications,182
E01006242,Wigan 023A,Wigan,Working-age adults with no qualifications,218
E01006243,Wigan 023B,Wigan,Working-age adults with no qualifications,155
E01006244,Wigan 023C,Wigan,Working-age adults with no qualifications,226
E01006245,Wigan 023D,Wigan,Working-age adults with no qualifications,231
E01006213,Wigan 024A,Wigan,Working-age adults with no qualifications,306
E01006215,Wigan 024B,Wigan,Working-age adults with no qualifications,329
E01006217,Wigan 024C,Wigan,Working-age adults with no qualifications,305
E01006218,Wigan 024D,Wigan,Working-age adults with no qualifications,305
E01006219,Wigan 024E,Wigan,Working-age adults with no qualifications,206
E01006288,Wigan 025A,Wigan,Working-age adults with no qualifications,305
E01006294,Wigan 025B,Wigan,Working-age adults with no qualifications,199
E01006295,Wigan 025C,Wigan,Working-age adults with no qualifications,228
E01006377,Wigan 025D,Wigan,Working-age adults with no qualifications,147
E01006378,Wigan 025E,Wigan,Working-age adults with no qualifications,94
E01006212,Wigan 026A,Wigan,Working-age adults with no qualifications,188
E01006214,Wigan 026B,Wigan,Working-age adults with no qualifications,212
E01006216,Wigan 026C,Wigan,Working-age adults with no qualifications,245
E01006322,Wigan 026D,Wigan,Working-age adults with no qualifications,230
E01006329,Wigan 026E,Wigan,Working-age adults with no qualifications,281
E01006282,Wigan 027A,Wigan,Working-age adults with no qualifications,232
E01006283,Wigan 027B,Wigan,Working-age adults with no qualifications,236
E01006284,Wigan 027C,Wigan,Working-age adults with no qualifications,254
E01006336,Wigan 027D,Wigan,Working-age adults with no qualifications,338
E01006337,Wigan 027E,Wigan,Working-age adults with no qualifications,148
E01006376,Wigan 028A,Wigan,Working-age adults with no qualifications,228
E01006381,Wigan 028B,Wigan,Working-age adults with no qualifications,110
E01006382,Wigan 028C,Wigan,Working-age adults with no qualifications,87
E01006383,Wigan 028D,Wigan,Working-age adults with no qualifications,125
E01006384,Wigan 028E,Wigan,Working-age adults with no qualifications,88
E01006250,Wigan 029A,Wigan,Working-age adults with no qualifications,124
E01006251,Wigan 029B,Wigan,Working-age adults with no qualifications,124
E01006379,Wigan 029C,Wigan,Working-age adults with no qualifications,123
E01006380,Wigan 029D,Wigan,Working-age adults with no qualifications,222
E01006385,Wigan 029E,Wigan,Working-age adults with no qualifications,85
E01006328,Wigan 030A,Wigan,Working-age adults with no qualifications,190
E01006333,Wigan 030B,Wigan,Working-age adults with no qualifications,271
E01006334,Wigan 030C,Wigan,Working-age adults with no qualifications,280
E01006338,Wigan 030D,Wigan,Working-age adults with no qualifications,186
E01006248,Wigan 031A,Wigan,Working-age adults with no qualifications,300
E01006249,Wigan 031B,Wigan,Working-age adults with no qualifications,263
E01006330,Wigan 031C,Wigan,Working-age adults with no qualifications,109
E01006331,Wigan 031D,Wigan,Working-age adults with no qualifications,128
E01006332,Wigan 031E,Wigan,Working-age adults with no qualifications,204
E01006262,Wigan 032A,Wigan,Working-age adults with no qualifications,259
E01006263,Wigan 032B,Wigan,Working-age adults with no qualifications,106
E01006266,Wigan 032C,Wigan,Working-age adults with no qualifications,121
E01006267,Wigan 032D,Wigan,Working-age adults with no qualifications,240
E01006268,Wigan 032E,Wigan,Working-age adults with no qualifications,171
E01006323,Wigan 033A,Wigan,Working-age adults with no qualifications,251
E01006324,Wigan 033B,Wigan,Working-age adults with no qualifications,213
E01006325,Wigan 033C,Wigan,Working-age adults with no qualifications,222
E01006326,Wigan 033D,Wigan,Working-age adults with no qualifications,192
E01006327,Wigan 033E,Wigan,Working-age adults with no qualifications,255
E01006246,Wigan 034A,Wigan,Working-age adults with no qualifications,196
E01006247,Wigan 034B,Wigan,Working-age adults with no qualifications,125
E01006252,Wigan 034C,Wigan,Working-age adults with no qualifications,130
E01006297,Wigan 034D,Wigan,Working-age adults with no qualifications,260
E01006335,Wigan 034E,Wigan,Working-age adults with no qualifications,212
E01006220,Wigan 035A,Wigan,Working-age adults with no qualifications,251
E01006221,Wigan 035B,Wigan,Working-age adults with no qualifications,131
E01006222,Wigan 035C,Wigan,Working-age adults with no qualifications,114
E01006224,Wigan 035D,Wigan,Working-age adults with no qualifications,92
E01006226,Wigan 035E,Wigan,Working-age adults with no qualifications,156
E01006223,Wigan 036A,Wigan,Working-age adults with no qualifications,163
E01006225,Wigan 036B,Wigan,Working-age adults with no qualifications,115
E01006261,Wigan 036C,Wigan,Working-age adults with no qualifications,131
E01006264,Wigan 036D,Wigan,Working-age adults with no qualifications,85
E01006265,Wigan 036E,Wigan,Working-age adults with no qualifications,147
E01006296,Wigan 037A,Wigan,Working-age adults with no qualifications,280
E01006298,Wigan 037B,Wigan,Working-age adults with no qualifications,190
E01006299,Wigan 037C,Wigan,Working-age adults with no qualifications,139
E01006300,Wigan 037D,Wigan,Working-age adults with no qualifications,65
E01006301,Wigan 037E,Wigan,Working-age adults with no qualifications,81
E01006227,Wigan 038A,Wigan,Working-age adults with no qualifications,177
E01006228,Wigan 038B,Wigan,Working-age adults with no qualifications,204
E01006342,Wigan 038C,Wigan,Working-age adults with no qualifications,238
E01006344,Wigan 038D,Wigan,Working-age adults with no qualifications,243
E01006346,Wigan 038E,Wigan,Working-age adults with no qualifications,228
E01006339,Wigan 039A,Wigan,Working-age adults with no qualifications,113
E01006340,Wigan 039B,Wigan,Working-age adults with no qualifications,196
E01006343,Wigan 039C,Wigan,Working-age adults with no qualifications,87
E01006345,Wigan 039D,Wigan,Working-age adults with no qualifications,113
E01006348,Wigan 039E,Wigan,Working-age adults with no qualifications,84
E01006302,Wigan 040A,Wigan,Working-age adults with no qualifications,122
E01006303,Wigan 040B,Wigan,Working-age adults with no qualifications,99
E01006304,Wigan 040C,Wigan,Working-age adults with no qualifications,119
E01006341,Wigan 040D,Wigan,Working-age adults with no qualifications,150
E01006347,Wigan 040E,Wigan,Working-age adults with no qualifications,89
E01004768,Bolton 001A,Bolton,Residents claiming JSA or Universal Credit,5
E01004803,Bolton 001B,Bolton,Residents claiming JSA or Universal Credit,10
E01004804,Bolton 001C,Bolton,Residents claiming JSA or Universal Credit,5
E01004807,Bolton 001D,Bolton,Residents claiming JSA or Universal Credit,10
E01004808,Bolton 001E,Bolton,Residents claiming JSA or Universal Credit,5
E01004788,Bolton 002A,Bolton,Residents claiming JSA or Universal Credit,5
E01004790,Bolton 002B,Bolton,Residents claiming JSA or Universal Credit,15
E01004805,Bolton 002C,Bolton,Residents claiming JSA or Universal Credit,5
E01004806,Bolton 002D,Bolton,Residents claiming JSA or Universal Credit,10
E01004810,Bolton 002E,Bolton,Residents claiming JSA or Universal Credit,10
